,index,demo_encoding_loop.thisTrialN,DemoImage,DemoCorrect,demo_encoding_response.rt,demo_encoding_response.keys,index,demo_test_response.keys,demo_test_response.corr,demo_test_response.rt,demo_test_loop.thisTrialN,DemoImage1,DemoImage2,DemoCorrectTest,demo_bar_2.response,subject
0,4,0.0,flower1.jpg,,,,12.0,left,1.0,3.0075,0.0,flower1.jpg,flower1_pair.jpg,left,6.0,A105M4JOZSR7E6
1,5,1.0,flower2.jpg,,,,13.0,left,0.0,2.2469,1.0,flower2_pair.jpg,flower2.jpg,right,7.0,A105M4JOZSR7E6
2,6,2.0,left.jpg,left,0.911,left,14.0,right,0.0,7.7231,2.0,flower3.jpg,flower3_pair.jpg,left,7.0,A105M4JOZSR7E6
3,7,3.0,flower3.jpg,,,,15.0,left,1.0,20.735,3.0,flower4.jpg,flower4_pair.jpg,left,5.0,A105M4JOZSR7E6
4,8,4.0,flower4.jpg,,,,16.0,right,1.0,3.3213,4.0,flower5_pair.jpg,flower5.jpg,right,4.0,A105M4JOZSR7E6
5,9,5.0,flower5.jpg,,,,17.0,right,0.0,2.1782,5.0,flower6.jpg,flower6_pair.jpg,left,5.0,A105M4JOZSR7E6
6,10,6.0,flower6.jpg,,,,,,,,,,,,,A105M4JOZSR7E6
7,4,0.0,flower1.jpg,,,,12.0,left,1.0,8.743,0.0,flower1.jpg,flower1_pair.jpg,left,8.0,A151XA53WYXVD7
8,5,1.0,flower2.jpg,,,,13.0,left,0.0,3.566,1.0,flower2_pair.jpg,flower2.jpg,right,8.0,A151XA53WYXVD7
9,6,2.0,left.jpg,left,1.164,left,14.0,left,1.0,2.182,2.0,flower3.jpg,flower3_pair.jpg,left,8.0,A151XA53WYXVD7
10,7,3.0,flower3.jpg,,,,15.0,right,0.0,3.315,3.0,flower4.jpg,flower4_pair.jpg,left,8.0,A151XA53WYXVD7
11,8,4.0,flower4.jpg,,,,16.0,right,1.0,3.601,4.0,flower5_pair.jpg,flower5.jpg,right,7.0,A151XA53WYXVD7
12,9,5.0,flower5.jpg,,,,17.0,left,1.0,4.281,5.0,flower6.jpg,flower6_pair.jpg,left,7.0,A151XA53WYXVD7
13,10,6.0,flower6.jpg,,,,,,,,,,,,,A151XA53WYXVD7
14,4,0.0,flower1.jpg,,,,12.0,right,0.0,2.278,0.0,flower1.jpg,flower1_pair.jpg,left,8.0,A1969Q0R4Y0E3J
15,5,1.0,flower2.jpg,,,,13.0,left,0.0,5.6342,1.0,flower2_pair.jpg,flower2.jpg,right,7.0,A1969Q0R4Y0E3J
16,6,2.0,left.jpg,left,0.6609,left,14.0,left,1.0,2.7912,2.0,flower3.jpg,flower3_pair.jpg,left,3.0,A1969Q0R4Y0E3J
17,7,3.0,flower3.jpg,,,,15.0,left,1.0,2.9785,3.0,flower4.jpg,flower4_pair.jpg,left,6.0,A1969Q0R4Y0E3J
18,8,4.0,flower4.jpg,,,,16.0,right,1.0,2.1223,4.0,flower5_pair.jpg,flower5.jpg,right,8.0,A1969Q0R4Y0E3J
19,9,5.0,flower5.jpg,,,,17.0,left,1.0,3.4859,5.0,flower6.jpg,flower6_pair.jpg,left,5.0,A1969Q0R4Y0E3J
20,10,6.0,flower6.jpg,,,,,,,,,,,,,A1969Q0R4Y0E3J
21,4,0.0,flower1.jpg,,,,12.0,left,1.0,2.6599,0.0,flower1.jpg,flower1_pair.jpg,left,7.0,A1VJ4ZOXP9PUCP
22,5,1.0,flower2.jpg,,,,13.0,right,1.0,1.5579,1.0,flower2_pair.jpg,flower2.jpg,right,8.0,A1VJ4ZOXP9PUCP
23,6,2.0,left.jpg,left,0.6974,left,14.0,left,1.0,1.8642,2.0,flower3.jpg,flower3_pair.jpg,left,7.0,A1VJ4ZOXP9PUCP
24,7,3.0,flower3.jpg,,,,15.0,left,1.0,2.4273,3.0,flower4.jpg,flower4_pair.jpg,left,7.0,A1VJ4ZOXP9PUCP
25,8,4.0,flower4.jpg,,,,16.0,right,1.0,1.3886,4.0,flower5_pair.jpg,flower5.jpg,right,8.0,A1VJ4ZOXP9PUCP
26,9,5.0,flower5.jpg,,,,17.0,left,1.0,2.0505,5.0,flower6.jpg,flower6_pair.jpg,left,6.0,A1VJ4ZOXP9PUCP
27,10,6.0,flower6.jpg,,,,,,,,,,,,,A1VJ4ZOXP9PUCP
28,4,0.0,flower1.jpg,,,,12.0,left,1.0,2.8287,0.0,flower1.jpg,flower1_pair.jpg,left,5.0,A20ZFQ93DF0WA
29,5,1.0,flower2.jpg,,,,13.0,right,1.0,3.0553,1.0,flower2_pair.jpg,flower2.jpg,right,6.0,A20ZFQ93DF0WA
30,6,2.0,left.jpg,left,0.9519,left,14.0,left,1.0,2.0643,2.0,flower3.jpg,flower3_pair.jpg,left,6.0,A20ZFQ93DF0WA
31,7,3.0,flower3.jpg,,,,15.0,right,0.0,2.2399,3.0,flower4.jpg,flower4_pair.jpg,left,7.0,A20ZFQ93DF0WA
32,8,4.0,flower4.jpg,,,,16.0,right,1.0,2.4806,4.0,flower5_pair.jpg,flower5.jpg,right,5.0,A20ZFQ93DF0WA
33,9,5.0,flower5.jpg,,,,17.0,left,1.0,1.9655,5.0,flower6.jpg,flower6_pair.jpg,left,6.0,A20ZFQ93DF0WA
34,10,6.0,flower6.jpg,,,,,,,,,,,,,A20ZFQ93DF0WA
35,4,0.0,flower1.jpg,,,,12.0,left,1.0,1.7969,0.0,flower1.jpg,flower1_pair.jpg,left,8.0,A237PUN7791D62
36,5,1.0,flower2.jpg,,,,13.0,right,1.0,11.1169,1.0,flower2_pair.jpg,flower2.jpg,right,7.0,A237PUN7791D62
37,6,2.0,left.jpg,left,0.5593,left,14.0,right,0.0,8.1339,2.0,flower3.jpg,flower3_pair.jpg,left,5.0,A237PUN7791D62
38,7,3.0,flower3.jpg,,,,15.0,right,0.0,4.9006,3.0,flower4.jpg,flower4_pair.jpg,left,3.0,A237PUN7791D62
39,8,4.0,flower4.jpg,,,,16.0,right,1.0,4.4033,4.0,flower5_pair.jpg,flower5.jpg,right,5.0,A237PUN7791D62
40,9,5.0,flower5.jpg,,,,17.0,right,0.0,3.0333,5.0,flower6.jpg,flower6_pair.jpg,left,2.0,A237PUN7791D62
41,10,6.0,flower6.jpg,,,,,,,,,,,,,A237PUN7791D62
42,4,0.0,flower1.jpg,,,,12.0,left,1.0,11.37,0.0,flower1.jpg,flower1_pair.jpg,left,6.0,A2541C8MY0BYV3
43,5,1.0,flower2.jpg,,,,13.0,left,0.0,29.431,1.0,flower2_pair.jpg,flower2.jpg,right,4.0,A2541C8MY0BYV3
44,6,2.0,left.jpg,left,1.031,left,14.0,left,1.0,1.11,2.0,flower3.jpg,flower3_pair.jpg,left,3.0,A2541C8MY0BYV3
45,7,3.0,flower3.jpg,,,,15.0,left,1.0,1.02,3.0,flower4.jpg,flower4_pair.jpg,left,5.0,A2541C8MY0BYV3
46,8,4.0,flower4.jpg,,,,16.0,left,0.0,1.012,4.0,flower5_pair.jpg,flower5.jpg,right,6.0,A2541C8MY0BYV3
47,9,5.0,flower5.jpg,,,,17.0,right,0.0,0.852,5.0,flower6.jpg,flower6_pair.jpg,left,5.0,A2541C8MY0BYV3
48,10,6.0,flower6.jpg,,,,,,,,,,,,,A2541C8MY0BYV3
49,4,0.0,flower1.jpg,,,,12.0,left,1.0,7.435,0.0,flower1.jpg,flower1_pair.jpg,left,4.0,A25PFSORDO3SWQ
50,5,1.0,flower2.jpg,,,,13.0,right,1.0,4.176,1.0,flower2_pair.jpg,flower2.jpg,right,3.0,A25PFSORDO3SWQ
51,6,2.0,left.jpg,left,0.719,left,14.0,left,1.0,2.645,2.0,flower3.jpg,flower3_pair.jpg,left,2.0,A25PFSORDO3SWQ
52,7,3.0,flower3.jpg,,,,15.0,left,1.0,3.017,3.0,flower4.jpg,flower4_pair.jpg,left,6.0,A25PFSORDO3SWQ
53,8,4.0,flower4.jpg,,,,16.0,right,1.0,4.361,4.0,flower5_pair.jpg,flower5.jpg,right,5.0,A25PFSORDO3SWQ
54,9,5.0,flower5.jpg,,,,17.0,left,1.0,2.462,5.0,flower6.jpg,flower6_pair.jpg,left,3.0,A25PFSORDO3SWQ
55,10,6.0,flower6.jpg,,,,,,,,,,,,,A25PFSORDO3SWQ
56,4,0.0,flower1.jpg,,,,12.0,right,0.0,3.0367,0.0,flower1.jpg,flower1_pair.jpg,left,6.0,A2CZ5PS567SA10
57,5,1.0,flower2.jpg,,,,13.0,left,0.0,4.3986,1.0,flower2_pair.jpg,flower2.jpg,right,6.0,A2CZ5PS567SA10
58,6,2.0,left.jpg,left,1.1577,left,14.0,left,1.0,3.0401,2.0,flower3.jpg,flower3_pair.jpg,left,6.0,A2CZ5PS567SA10
59,7,3.0,flower3.jpg,,,,15.0,right,0.0,2.8412,3.0,flower4.jpg,flower4_pair.jpg,left,7.0,A2CZ5PS567SA10
60,8,4.0,flower4.jpg,,,,16.0,left,0.0,4.3924,4.0,flower5_pair.jpg,flower5.jpg,right,5.0,A2CZ5PS567SA10
61,9,5.0,flower5.jpg,,,,17.0,left,1.0,2.7716,5.0,flower6.jpg,flower6_pair.jpg,left,6.0,A2CZ5PS567SA10
62,10,6.0,flower6.jpg,,,,,,,,,,,,,A2CZ5PS567SA10
63,4,0.0,flower1.jpg,,,,12.0,right,0.0,19.9206,0.0,flower1.jpg,flower1_pair.jpg,left,9.0,A2P9XYDUCQBXWD
64,5,1.0,flower2.jpg,,,,13.0,right,1.0,8.465,1.0,flower2_pair.jpg,flower2.jpg,right,9.0,A2P9XYDUCQBXWD
65,6,2.0,left.jpg,left,1.979,left,14.0,right,0.0,4.6813,2.0,flower3.jpg,flower3_pair.jpg,left,9.0,A2P9XYDUCQBXWD
66,7,3.0,flower3.jpg,,,,15.0,right,0.0,8.2493,3.0,flower4.jpg,flower4_pair.jpg,left,6.0,A2P9XYDUCQBXWD
67,8,4.0,flower4.jpg,,,,16.0,right,1.0,3.6984,4.0,flower5_pair.jpg,flower5.jpg,right,8.0,A2P9XYDUCQBXWD
68,9,5.0,flower5.jpg,,,,17.0,right,0.0,2.0265,5.0,flower6.jpg,flower6_pair.jpg,left,6.0,A2P9XYDUCQBXWD
69,10,6.0,flower6.jpg,,,,,,,,,,,,,A2P9XYDUCQBXWD
70,4,0.0,flower1.jpg,,,,12.0,left,1.0,8.504,0.0,flower1.jpg,flower1_pair.jpg,left,7.0,A2STRYBSFU7KCY
71,5,1.0,flower2.jpg,,,,13.0,right,1.0,6.721,1.0,flower2_pair.jpg,flower2.jpg,right,5.0,A2STRYBSFU7KCY
72,6,2.0,left.jpg,left,2.138,left,14.0,right,0.0,4.584,2.0,flower3.jpg,flower3_pair.jpg,left,4.0,A2STRYBSFU7KCY
73,7,3.0,flower3.jpg,,,,15.0,right,0.0,4.9,3.0,flower4.jpg,flower4_pair.jpg,left,5.0,A2STRYBSFU7KCY
74,8,4.0,flower4.jpg,,,,16.0,right,1.0,4.085,4.0,flower5_pair.jpg,flower5.jpg,right,8.0,A2STRYBSFU7KCY
75,9,5.0,flower5.jpg,,,,17.0,left,1.0,4.243,5.0,flower6.jpg,flower6_pair.jpg,left,6.0,A2STRYBSFU7KCY
76,10,6.0,flower6.jpg,,,,,,,,,,,,,A2STRYBSFU7KCY
77,4,0.0,flower1.jpg,,,,12.0,right,0.0,4.484,0.0,flower1.jpg,flower1_pair.jpg,left,7.0,A2TQ9IHDHCSQC8
78,5,1.0,flower2.jpg,,,,13.0,left,0.0,2.864,1.0,flower2_pair.jpg,flower2.jpg,right,8.0,A2TQ9IHDHCSQC8
79,6,2.0,left.jpg,left,1.688,left,14.0,left,1.0,2.697,2.0,flower3.jpg,flower3_pair.jpg,left,8.0,A2TQ9IHDHCSQC8
80,7,3.0,flower3.jpg,,,,15.0,left,1.0,2.531,3.0,flower4.jpg,flower4_pair.jpg,left,9.0,A2TQ9IHDHCSQC8
81,8,4.0,flower4.jpg,,,,16.0,right,1.0,2.663,4.0,flower5_pair.jpg,flower5.jpg,right,7.0,A2TQ9IHDHCSQC8
82,9,5.0,flower5.jpg,,,,17.0,left,1.0,1.999,5.0,flower6.jpg,flower6_pair.jpg,left,9.0,A2TQ9IHDHCSQC8
83,10,6.0,flower6.jpg,,,,,,,,,,,,,A2TQ9IHDHCSQC8
84,4,0.0,flower1.jpg,,,,12.0,left,1.0,2.5123,0.0,flower1.jpg,flower1_pair.jpg,left,7.0,A2UWEAIX8UZXAQ
85,5,1.0,flower2.jpg,,,,13.0,left,0.0,2.0576,1.0,flower2_pair.jpg,flower2.jpg,right,9.0,A2UWEAIX8UZXAQ
86,6,2.0,left.jpg,left,1.0604,left,14.0,left,1.0,1.3906,2.0,flower3.jpg,flower3_pair.jpg,left,7.0,A2UWEAIX8UZXAQ
87,7,3.0,flower3.jpg,,,,15.0,left,1.0,1.5129,3.0,flower4.jpg,flower4_pair.jpg,left,8.0,A2UWEAIX8UZXAQ
88,8,4.0,flower4.jpg,,,,16.0,left,0.0,2.4809,4.0,flower5_pair.jpg,flower5.jpg,right,8.0,A2UWEAIX8UZXAQ
89,9,5.0,flower5.jpg,,,,17.0,left,1.0,1.511,5.0,flower6.jpg,flower6_pair.jpg,left,8.0,A2UWEAIX8UZXAQ
90,10,6.0,flower6.jpg,,,,,,,,,,,,,A2UWEAIX8UZXAQ
91,4,0.0,flower1.jpg,,,,12.0,right,0.0,6.376,0.0,flower1.jpg,flower1_pair.jpg,left,8.0,A32X8WXMIV4KE8
92,5,1.0,flower2.jpg,,,,13.0,right,1.0,7.537,1.0,flower2_pair.jpg,flower2.jpg,right,7.0,A32X8WXMIV4KE8
93,6,2.0,left.jpg,left,0.967,left,14.0,left,1.0,4.879,2.0,flower3.jpg,flower3_pair.jpg,left,7.0,A32X8WXMIV4KE8
94,7,3.0,flower3.jpg,,,,15.0,right,0.0,5.647,3.0,flower4.jpg,flower4_pair.jpg,left,6.0,A32X8WXMIV4KE8
95,8,4.0,flower4.jpg,,,,16.0,right,1.0,3.346,4.0,flower5_pair.jpg,flower5.jpg,right,7.0,A32X8WXMIV4KE8
96,9,5.0,flower5.jpg,,,,17.0,right,0.0,4.531,5.0,flower6.jpg,flower6_pair.jpg,left,7.0,A32X8WXMIV4KE8
97,10,6.0,flower6.jpg,,,,,,,,,,,,,A32X8WXMIV4KE8
98,4,0.0,flower1.jpg,,,,12.0,left,1.0,5.6193,0.0,flower1.jpg,flower1_pair.jpg,left,8.0,A39XW0561NNM5C
99,5,1.0,flower2.jpg,,,,13.0,right,1.0,9.761,1.0,flower2_pair.jpg,flower2.jpg,right,7.0,A39XW0561NNM5C
100,6,2.0,left.jpg,left,2.3984,left,14.0,left,1.0,4.635,2.0,flower3.jpg,flower3_pair.jpg,left,8.0,A39XW0561NNM5C
101,7,3.0,flower3.jpg,,,,15.0,left,1.0,4.6246,3.0,flower4.jpg,flower4_pair.jpg,left,8.0,A39XW0561NNM5C
102,8,4.0,flower4.jpg,,,,16.0,right,1.0,5.7418,4.0,flower5_pair.jpg,flower5.jpg,right,8.0,A39XW0561NNM5C
103,9,5.0,flower5.jpg,,,,17.0,left,1.0,5.6021,5.0,flower6.jpg,flower6_pair.jpg,left,8.0,A39XW0561NNM5C
104,10,6.0,flower6.jpg,,,,,,,,,,,,,A39XW0561NNM5C
105,4,0.0,flower1.jpg,,,,12.0,left,1.0,2.195,0.0,flower1.jpg,flower1_pair.jpg,left,7.0,A3ATB5GC4BQIH0
106,5,1.0,flower2.jpg,,,,13.0,left,0.0,5.753,1.0,flower2_pair.jpg,flower2.jpg,right,3.0,A3ATB5GC4BQIH0
107,6,2.0,left.jpg,left,1.101,left,14.0,left,1.0,6.491,2.0,flower3.jpg,flower3_pair.jpg,left,6.0,A3ATB5GC4BQIH0
108,7,3.0,flower3.jpg,,,,15.0,left,1.0,8.184,3.0,flower4.jpg,flower4_pair.jpg,left,6.0,A3ATB5GC4BQIH0
109,8,4.0,flower4.jpg,,,,16.0,right,1.0,2.782,4.0,flower5_pair.jpg,flower5.jpg,right,7.0,A3ATB5GC4BQIH0
110,9,5.0,flower5.jpg,,,,17.0,left,1.0,2.668,5.0,flower6.jpg,flower6_pair.jpg,left,6.0,A3ATB5GC4BQIH0
111,10,6.0,flower6.jpg,,,,,,,,,,,,,A3ATB5GC4BQIH0
112,4,0.0,flower1.jpg,,,,12.0,left,1.0,4.2569,0.0,flower1.jpg,flower1_pair.jpg,left,7.0,A3AU8PZ6HHBCVT
113,5,1.0,flower2.jpg,,,,13.0,right,1.0,2.7342,1.0,flower2_pair.jpg,flower2.jpg,right,6.0,A3AU8PZ6HHBCVT
114,6,2.0,left.jpg,left,0.7025,left,14.0,left,1.0,1.5695,2.0,flower3.jpg,flower3_pair.jpg,left,6.0,A3AU8PZ6HHBCVT
115,7,3.0,flower3.jpg,,,,15.0,right,0.0,1.9741,3.0,flower4.jpg,flower4_pair.jpg,left,6.0,A3AU8PZ6HHBCVT
116,8,4.0,flower4.jpg,,,,16.0,right,1.0,2.765,4.0,flower5_pair.jpg,flower5.jpg,right,3.0,A3AU8PZ6HHBCVT
117,9,5.0,flower5.jpg,,,,17.0,left,1.0,3.3584,5.0,flower6.jpg,flower6_pair.jpg,left,4.0,A3AU8PZ6HHBCVT
118,10,6.0,flower6.jpg,,,,,,,,,,,,,A3AU8PZ6HHBCVT
119,4,0.0,flower1.jpg,,,,12.0,left,1.0,4.784,0.0,flower1.jpg,flower1_pair.jpg,left,8.0,A3D8YUG5D5I4ER
120,5,1.0,flower2.jpg,,,,13.0,right,1.0,2.171,1.0,flower2_pair.jpg,flower2.jpg,right,7.0,A3D8YUG5D5I4ER
121,6,2.0,left.jpg,left,0.898,left,14.0,left,1.0,2.423,2.0,flower3.jpg,flower3_pair.jpg,left,7.0,A3D8YUG5D5I4ER
122,7,3.0,flower3.jpg,,,,15.0,right,0.0,2.053,3.0,flower4.jpg,flower4_pair.jpg,left,8.0,A3D8YUG5D5I4ER
123,8,4.0,flower4.jpg,,,,16.0,right,1.0,2.691,4.0,flower5_pair.jpg,flower5.jpg,right,6.0,A3D8YUG5D5I4ER
124,9,5.0,flower5.jpg,,,,17.0,right,0.0,3.665,5.0,flower6.jpg,flower6_pair.jpg,left,7.0,A3D8YUG5D5I4ER
125,10,6.0,flower6.jpg,,,,,,,,,,,,,A3D8YUG5D5I4ER
126,4,0.0,flower1.jpg,,,,12.0,left,1.0,5.7676,0.0,flower1.jpg,flower1_pair.jpg,left,5.0,A3LBMZYPY37NRW
127,5,1.0,flower2.jpg,,,,13.0,right,1.0,2.2112,1.0,flower2_pair.jpg,flower2.jpg,right,8.0,A3LBMZYPY37NRW
128,6,2.0,left.jpg,left,1.8669,left,14.0,left,1.0,3.9132,2.0,flower3.jpg,flower3_pair.jpg,left,5.0,A3LBMZYPY37NRW
129,7,3.0,flower3.jpg,,,,15.0,right,0.0,1.8133,3.0,flower4.jpg,flower4_pair.jpg,left,6.0,A3LBMZYPY37NRW
130,8,4.0,flower4.jpg,,,,16.0,left,0.0,2.9144,4.0,flower5_pair.jpg,flower5.jpg,right,4.0,A3LBMZYPY37NRW
131,9,5.0,flower5.jpg,,,,17.0,left,1.0,2.221,5.0,flower6.jpg,flower6_pair.jpg,left,4.0,A3LBMZYPY37NRW
132,10,6.0,flower6.jpg,,,,,,,,,,,,,A3LBMZYPY37NRW
133,4,0.0,flower1.jpg,,,,12.0,left,1.0,3.027,0.0,flower1.jpg,flower1_pair.jpg,left,6.0,A3RK5N4X7J4JGK
134,5,1.0,flower2.jpg,,,,13.0,right,1.0,3.063,1.0,flower2_pair.jpg,flower2.jpg,right,4.0,A3RK5N4X7J4JGK
135,6,2.0,left.jpg,left,1.195,left,14.0,left,1.0,1.77,2.0,flower3.jpg,flower3_pair.jpg,left,9.0,A3RK5N4X7J4JGK
136,7,3.0,flower3.jpg,,,,15.0,left,1.0,1.732,3.0,flower4.jpg,flower4_pair.jpg,left,4.0,A3RK5N4X7J4JGK
137,8,4.0,flower4.jpg,,,,16.0,right,1.0,1.661,4.0,flower5_pair.jpg,flower5.jpg,right,7.0,A3RK5N4X7J4JGK
138,9,5.0,flower5.jpg,,,,17.0,left,1.0,1.921,5.0,flower6.jpg,flower6_pair.jpg,left,8.0,A3RK5N4X7J4JGK
139,10,6.0,flower6.jpg,,,,,,,,,,,,,A3RK5N4X7J4JGK
140,4,0.0,flower1.jpg,,,,12.0,right,0.0,1.7164,0.0,flower1.jpg,flower1_pair.jpg,left,4.0,A3SMMI1Z1558QE
141,5,1.0,flower2.jpg,,,,13.0,right,1.0,1.5519,1.0,flower2_pair.jpg,flower2.jpg,right,3.0,A3SMMI1Z1558QE
142,6,2.0,left.jpg,left,1.6929,left,14.0,right,0.0,1.8809,2.0,flower3.jpg,flower3_pair.jpg,left,3.0,A3SMMI1Z1558QE
143,7,3.0,flower3.jpg,,,,15.0,right,0.0,1.5753,3.0,flower4.jpg,flower4_pair.jpg,left,2.0,A3SMMI1Z1558QE
144,8,4.0,flower4.jpg,,,,16.0,right,1.0,1.58,4.0,flower5_pair.jpg,flower5.jpg,right,3.0,A3SMMI1Z1558QE
145,9,5.0,flower5.jpg,,,,17.0,right,0.0,6.2814,5.0,flower6.jpg,flower6_pair.jpg,left,3.0,A3SMMI1Z1558QE
146,10,6.0,flower6.jpg,,,,,,,,,,,,,A3SMMI1Z1558QE
147,4,0.0,flower1.jpg,,,,12.0,right,0.0,26.5296,0.0,flower1.jpg,flower1_pair.jpg,left,7.0,AC01SVLHOB6HN
148,5,1.0,flower2.jpg,,,,13.0,right,1.0,3.9049,1.0,flower2_pair.jpg,flower2.jpg,right,8.0,AC01SVLHOB6HN
149,6,2.0,left.jpg,left,1.8872,left,14.0,right,0.0,5.9177,2.0,flower3.jpg,flower3_pair.jpg,left,7.0,AC01SVLHOB6HN
150,7,3.0,flower3.jpg,,,,15.0,right,0.0,2.4456,3.0,flower4.jpg,flower4_pair.jpg,left,8.0,AC01SVLHOB6HN
151,8,4.0,flower4.jpg,,,,16.0,right,1.0,3.7227,4.0,flower5_pair.jpg,flower5.jpg,right,7.0,AC01SVLHOB6HN
152,9,5.0,flower5.jpg,,,,17.0,right,0.0,5.5274,5.0,flower6.jpg,flower6_pair.jpg,left,8.0,AC01SVLHOB6HN
153,10,6.0,flower6.jpg,,,,,,,,,,,,,AC01SVLHOB6HN
154,4,0.0,flower1.jpg,,,,12.0,right,0.0,4.9489,0.0,flower1.jpg,flower1_pair.jpg,left,7.0,AF6DVGK1GTFER
155,5,1.0,flower2.jpg,,,,13.0,right,1.0,2.4499,1.0,flower2_pair.jpg,flower2.jpg,right,8.0,AF6DVGK1GTFER
156,6,2.0,left.jpg,left,1.9588,left,14.0,right,0.0,2.7021,2.0,flower3.jpg,flower3_pair.jpg,left,8.0,AF6DVGK1GTFER
157,7,3.0,flower3.jpg,,,,15.0,right,0.0,3.8323,3.0,flower4.jpg,flower4_pair.jpg,left,6.0,AF6DVGK1GTFER
158,8,4.0,flower4.jpg,,,,16.0,right,1.0,2.6524,4.0,flower5_pair.jpg,flower5.jpg,right,8.0,AF6DVGK1GTFER
159,9,5.0,flower5.jpg,,,,17.0,right,0.0,2.1913,5.0,flower6.jpg,flower6_pair.jpg,left,8.0,AF6DVGK1GTFER
160,10,6.0,flower6.jpg,,,,,,,,,,,,,AF6DVGK1GTFER
161,4,0.0,flower1.jpg,,,,12.0,right,0.0,17.5932,0.0,flower1.jpg,flower1_pair.jpg,left,7.0,AJT7C07A187KA
162,5,1.0,flower2.jpg,,,,13.0,right,1.0,1.8736,1.0,flower2_pair.jpg,flower2.jpg,right,7.0,AJT7C07A187KA
163,6,2.0,left.jpg,left,1.0819,left,14.0,left,1.0,2.9243,2.0,flower3.jpg,flower3_pair.jpg,left,6.0,AJT7C07A187KA
164,7,3.0,flower3.jpg,,,,15.0,left,1.0,1.487,3.0,flower4.jpg,flower4_pair.jpg,left,7.0,AJT7C07A187KA
165,8,4.0,flower4.jpg,,,,16.0,right,1.0,13.0146,4.0,flower5_pair.jpg,flower5.jpg,right,8.0,AJT7C07A187KA
166,9,5.0,flower5.jpg,,,,17.0,left,1.0,5.6773,5.0,flower6.jpg,flower6_pair.jpg,left,8.0,AJT7C07A187KA
167,10,6.0,flower6.jpg,,,,,,,,,,,,,AJT7C07A187KA
168,4,0.0,flower1.jpg,,,,12.0,left,1.0,3.8868,0.0,flower1.jpg,flower1_pair.jpg,left,6.0,AW07POT8ABE05
169,5,1.0,flower2.jpg,,,,13.0,left,0.0,2.3027,1.0,flower2_pair.jpg,flower2.jpg,right,5.0,AW07POT8ABE05
170,6,2.0,left.jpg,left,0.9797,left,14.0,left,1.0,1.8209,2.0,flower3.jpg,flower3_pair.jpg,left,5.0,AW07POT8ABE05
171,7,3.0,flower3.jpg,,,,15.0,right,0.0,1.9261,3.0,flower4.jpg,flower4_pair.jpg,left,5.0,AW07POT8ABE05
172,8,4.0,flower4.jpg,,,,16.0,left,0.0,2.1688,4.0,flower5_pair.jpg,flower5.jpg,right,6.0,AW07POT8ABE05
173,9,5.0,flower5.jpg,,,,17.0,left,1.0,2.5706,5.0,flower6.jpg,flower6_pair.jpg,left,5.0,AW07POT8ABE05
174,10,6.0,flower6.jpg,,,,,,,,,,,,,AW07POT8ABE05
